0,1
1.2934275948441987e-05,1.537505429197006e-05
-1.774428460859729e-05,2.5496347191707267e-06
-2.4280011964987914e-05,-2.498544130435435e-05
-3.0260691026008047e-05,-2.7070663393866218e-05
-5.324281216985106e-05,-2.4243326693057607e-05
1.811426787982967e-08,-1.783147272328916e-05
-6.274545184665467e-05,1.439595764209746e-05
9.91909099854591e-06,-2.402509978200501e-07
4.007312208464562e-05,1.3477397683536023e-05
3.4655423539926254e-05,6.8842636799388195e-06
-4.778197814881794e-07,1.4239281376789168e-05
5.878710398783962e-06,1.0755966389149007e-05
2.1010084550223946e-05,-2.339911929226905e-05
-1.095198560720909e-06,-4.583806391238941e-05
-2.2517895044969303e-06,-2.8793404137183903e-05
5.642247215977017e-05,1.6788841830523418e-05
2.8620776080183084e-06,-6.464937021529014e-05
7.547972346439423e-05,-5.69871960369106e-06
-0.0001199924479429051,4.369112560967853e-06
-6.67566553210517e-05,4.168893566222316e-05
7.54105870005044e-05,1.5470845979043207e-06
7.279012335350635e-05,-8.869251105206947e-07
6.866572288515913e-05,-2.951305239904189e-06
7.606696398129306e-05,4.9494950394056315e-06
6.207652168802386e-05,1.3217869861103726e-05
0.00010499296979102169,2.4143260334691154e-05
8.522339197601742e-05,8.387879027069768e-06
-9.03528079801215e-06,-7.695135625452819e-06
-1.5768143430122775e-05,1.2419150995325156e-06
-4.3150480434609774e-06,-2.8880617560121987e-06
3.50490921172826e-05,7.48603546990099e-06
4.6861671310214886e-05,8.434208113272096e-06
-4.809717249430671e-05,5.904952465329457e-06
-8.390929503053294e-05,-1.4977442514829168e-05
3.984196658150003e-05,-1.004192977332034e-05
5.757524011920769e-05,4.8426962780398754e-06
7.294798380278676e-05,-7.291530833058743e-06
7.853029463516382e-05,2.333173636275037e-05
9.680306255106356e-05,3.466867209852498e-05
-0.0001097229762549128,1.8028980716815325e-05
-4.9554288320441266e-05,-4.5657675483083456e-05
-1.2487361601437448e-05,-2.4970800828379654e-05
-8.502097924258972e-06,1.2174959827884198e-06
3.2439299391519306e-05,4.450580858050851e-05
-1.961942975475024e-05,2.9926525573386855e-05
2.6542308697791644e-05,8.308437909277857e-07
3.297849331347826e-05,1.2111787402239205e-05
4.032798566039004e-05,1.8939562076671366e-05
-7.84997298413198e-06,1.400109761020317e-05
1.4217136634254742e-05,1.5259151162223463e-05
3.6253244157871574e-05,1.759649542415149e-05
4.52772945209982e-06,1.4065035929824257e-05
3.973059252889493e-05,1.701468875133734e-05
1.9013221509753186e-05,1.603802390989583e-05
2.237647954656222e-05,1.6316794412967725e-05
-7.509582689874977e-06,7.655154851273557e-06
2.918261949048279e-05,1.3816878134809311e-05
9.636653993379712e-06,1.105900312448685e-05
3.313255804047257e-05,1.4351505874608664e-05
1.4107724427553771e-05,1.5134299438658591e-05
4.834722311620826e-05,1.685717850964208e-05
5.05127714179378e-05,2.35197965061372e-05
7.42227048114182e-05,2.2348767075409627e-05
-1.0218985381078541e-05,-4.449158990782221e-05
2.0009126792574437e-05,-5.392216116546302e-05
3.085013721923501e-05,-1.6813489292360216e-05
-4.47420391267099e-05,-5.7778469089872824e-06
-0.00011379361471108348,4.9588426227909446e-05
2.7955874427145434e-06,-7.21431912521963e-06
-7.064766596212229e-06,-4.4704221244893395e-05
4.049715159457964e-05,-4.64016953283219e-05
-5.2661102215214255e-05,2.8587132786133776e-06
-1.2830990798988612e-05,-1.6345403741301452e-05
4.633058349227104e-06,-2.1694167273660854e-05
3.910633228261676e-05,-2.6324119834651423e-08
-6.384576324188999e-05,-3.0314656910665402e-05
-1.779425717303745e-05,-5.12614972842851e-06
3.251476567254438e-05,-1.412645856822488e-05
-2.755147252052487e-05,9.02894534043695e-06
2.812608848641172e-05,5.29329292834739e-06
-0.00018237379675714818,-5.765247591572763e-06
-0.00012310523133756988,2.867022239010329e-05
1.5141319500300575e-05,-5.963882633641474e-07
-1.2654097187609883e-05,-2.887794868967493e-05
9.949223491236648e-06,1.5692823975422213e-05
7.593684460786671e-06,-3.349626917162361e-05
-1.5469408864355784e-05,4.271086793559941e-05
1.4531035724728597e-05,-2.7432260787373597e-05
-3.5323953314720717e-05,3.150146277483592e-06
3.045671565669799e-05,1.5093564309492472e-06
-2.1102761086309392e-05,-2.2041779710496432e-05
-0.00019064702968000455,-1.3943046126165662e-05
-5.384796703156645e-06,6.8077872355488585e-06
-7.093103932825025e-05,1.3822973510392278e-05
8.289051853128251e-06,8.628744353517106e-06
0.00011427667566934707,2.3734693873949068e-05
-3.599531779362181e-05,-1.906688972169018e-05
